tstamp,cuisine,critical_flag,borough
2020-03-02,Asian,Not Critical,Brooklyn
2020-02-26,Bakery,Critical,Manhattan
2020-03-12,Latin/Caribbean,Not Critical,Brooklyn
2020-03-10,Asian,Not Critical,Queens
2020-03-10,Mediterranean,Critical,Queens
2020-02-12,American,Critical,Manhattan
2020-03-09,Coffee/Tea,Not Critical,Manhattan
2020-02-13,Italian,Not Critical,Manhattan
2020-02-29,Asian,Critical,Brooklyn
2020-02-19,Asian,Not Critical,Bronx
2020-03-11,American,Critical,Manhattan
2020-02-12,American,Critical,Manhattan
2020-03-12,International,Critical,Queens
2020-02-22,American,Critical,Manhattan
2020-03-11,Mexican,Critical,Manhattan
2020-03-16,Mediterranean,Not Critical,Brooklyn
2020-02-22,Latin American,Critical,Manhattan
2020-02-27,Pizza,Critical,Staten Island
2020-02-05,Italian,Not Critical,Queens
2020-02-05,Mediterranean,Not Critical,Manhattan
2020-02-27,Asian,Critical,Manhattan
2020-02-20,Latin/Caribbean,Critical,Brooklyn
2020-03-04,Asian/Asian Fusion,Critical,Manhattan
2020-03-16,Pizza,Critical,Manhattan
2020-03-10,Mediterranean,Not Critical,Queens
2020-03-13,Latin/Caribbean,Not Critical,Brooklyn
2020-02-15,Latin American,Critical,Brooklyn
2020-02-26,Latin/Caribbean,Not Critical,Brooklyn
2020-02-26,Latin/Caribbean,Not Critical,Brooklyn
2020-02-26,Latin/Caribbean,Not Critical,Brooklyn
2020-02-03,Specialty,Not Critical,Bronx
2020-02-25,Pizza,Not Critical,Manhattan
2020-02-25,Pizza,Not Critical,Manhattan
2020-03-04,American,Not Critical,Staten Island
2020-03-04,American,Not Critical,Staten Island
2020-02-11,American,Not Critical,Queens
2020-02-25,American,Critical,Brooklyn
2020-02-26,Coffee/Tea,Critical,Manhattan
2020-02-06,Bakery Products/Desserts,Critical,Manhattan
2020-03-13,American,Critical,Manhattan
2020-03-02,Pizza,Not Critical,Brooklyn
2020-03-03,Specialty,Critical,Manhattan
2020-03-03,Asian,Not Critical,Bronx
2020-02-03,American,Critical,Bronx
2020-03-10,International,Critical,Bronx
2020-02-10,Asian,Not Critical,Brooklyn
2020-03-02,Specialty,Critical,Bronx
2020-03-02,Asian,Critical,Queens
2020-03-12,American,Critical,Bronx
2020-03-12,Mediterranean,Not Critical,Queens
2020-03-12,Mediterranean,Not Critical,Queens
2020-03-04,Pizza,Critical,Brooklyn
2020-02-10,Specialty,Not Critical,Brooklyn
2020-02-28,Specialty,Critical,Manhattan
2020-03-13,Mexican,Critical,Brooklyn
2020-03-02,Steakhouse,Not Critical,Manhattan
2020-03-02,Steakhouse,Not Critical,Manhattan
2020-02-18,Latin/Caribbean,Not Critical,Queens
2020-02-10,Asian,Critical,Bronx
2020-03-04,Asian,Not Critical,Queens
2020-03-04,Asian,Not Critical,Queens
2020-03-02,Asian,Not Critical,Brooklyn
2020-03-05,Asian,Critical,Queens
2020-03-13,Bakery,Not Critical,Brooklyn
2020-03-13,Bakery,Not Critical,Brooklyn
2020-02-21,Mexican,Not Critical,Manhattan
2020-02-27,Specialty,Critical,Bronx
2020-02-20,Asian,Critical,Queens
2020-03-13,Pizza,Not Critical,Brooklyn
2020-02-13,Coffee/Tea,Not Critical,Manhattan
2020-03-11,Not Listed/Not Applicable,Not Critical,Manhattan
2020-02-11,Pizza,Not Critical,Manhattan
2020-02-13,Mexican,Critical,Queens
2020-02-26,Pizza,Critical,Bronx
2020-03-05,Bakery Products/Desserts,Critical,Manhattan
2020-03-11,Bakery Products/Desserts,Critical,Queens
2020-02-21,Soups & Sandwiches,Not Critical,Manhattan
2020-03-02,Asian,Critical,Bronx
2020-02-26,American,Critical,Manhattan
2020-02-13,Asian,Critical,Brooklyn
2020-02-12,Asian,Not Critical,Manhattan
2020-03-12,Asian,Critical,Staten Island
2020-02-28,Asian,Critical,Manhattan
2020-03-11,American,Not Critical,Manhattan
2020-03-12,American,Not Critical,Queens
2020-03-12,American,Not Critical,Queens
2020-03-02,Specialty,Not Critical,Brooklyn
2020-02-18,American,Not Critical,Bronx
2020-02-18,American,Not Critical,Bronx
2020-02-18,American,Not Critical,Bronx
2020-02-24,American,Not Critical,Manhattan
2020-02-25,Pizza,Not Critical,Manhattan
2020-02-12,Asian,Not Critical,Queens
2020-02-03,Italian,Critical,Manhattan
2020-02-24,American,Critical,Manhattan
2020-02-24,Asian,Not Critical,Brooklyn
2020-02-19,Asian/Asian Fusion,Not Critical,Queens
2020-02-12,Asian,Not Critical,Manhattan
2020-02-03,American,Critical,Manhattan
2020-03-09,American,Not Critical,Manhattan
2020-02-24,American,Critical,Manhattan
2020-02-14,American,Not Critical,Brooklyn
2020-02-07,Mexican,Not Critical,Bronx
2020-02-12,Mexican,Critical,Manhattan
2020-02-27,American,Not Critical,Manhattan
2020-02-05,Specialty,Not Critical,Manhattan
2020-03-04,American,Not Critical,Queens
2020-02-06,Latin American,Not Critical,Queens
2020-03-02,Coffee/Tea,Critical,Manhattan
2020-02-07,Mediterranean,Critical,Brooklyn
2020-02-14,Bakery Products/Desserts,Not Critical,Brooklyn
2020-03-09,Coffee/Tea,Not Critical,Manhattan
2020-02-18,Asian,Critical,Manhattan
2020-02-25,American,Critical,Manhattan
2020-02-20,American,Not Critical,Staten Island
2020-02-20,American,Not Critical,Staten Island
2020-02-15,Latin American,Not Critical,Manhattan
2020-03-04,Italian,Not Critical,Manhattan
2020-02-04,Latin/Caribbean,Critical,Bronx
2020-03-10,Asian,Critical,Manhattan
2020-02-06,Not Listed/Not Applicable,Critical,Brooklyn
2020-03-05,American,Not Critical,Manhattan
2020-03-05,American,Not Critical,Manhattan
2020-02-20,Pizza,Not Critical,Brooklyn
2020-02-27,Asian,Not Critical,Brooklyn
2020-02-13,Pizza,Critical,Manhattan
2020-02-27,American,Not Critical,Manhattan
2020-02-13,International,Not Critical,Brooklyn
2020-03-12,Pizza,Critical,Queens
2020-02-21,American,Critical,Manhattan
2020-03-03,Coffee/Tea,Not Critical,Queens
2020-02-19,Mexican,Not Critical,Bronx
2020-02-26,Mediterranean,Critical,Queens
2020-02-28,Specialty,Critical,Manhattan
2020-02-26,American,Not Critical,Manhattan
2020-02-25,Specialty,Not Critical,Queens
2020-03-12,Pizza,Not Critical,Brooklyn
2020-03-06,Coffee/Tea,Not Critical,Manhattan
2020-02-24,Specialty,Critical,Queens
2020-02-27,Asian,Critical,Manhattan
2020-02-27,Latin American,Not Critical,Bronx
2020-02-26,Pizza,Critical,Manhattan
2020-02-13,American,Critical,Manhattan
2020-03-11,Latin American,Not Critical,Queens
2020-03-02,Mexican,Critical,Queens
2020-03-04,American,Not Critical,Manhattan
2020-02-19,Asian,Not Critical,Brooklyn
2020-02-07,Mediterranean,Critical,Manhattan
2020-02-11,Mediterranean,Not Critical,Queens
2020-03-10,Asian,Not Critical,Brooklyn
2020-02-26,Mediterranean,Not Critical,Manhattan
2020-03-11,Latin American,Not Critical,Manhattan
2020-02-04,Asian,Critical,Queens
2020-02-07,Coffee/Tea,Not Critical,Manhattan
2020-02-18,Specialty,Critical,Brooklyn
2020-02-03,Frozen Desserts,Not Critical,Manhattan
2020-02-03,Frozen Desserts,Not Critical,Manhattan
2020-02-07,Specialty,Critical,Manhattan
2020-02-13,American,Critical,Manhattan
2020-02-26,American,Not Critical,Brooklyn
2020-02-03,Asian/Asian Fusion,Not Critical,Manhattan
2020-02-12,Specialty,Critical,Manhattan
2020-02-06,Specialty,Critical,Bronx
2020-02-15,American,Critical,Manhattan
2020-02-26,Bakery,Critical,Queens
2020-03-11,Specialty,Critical,Manhattan
2020-02-26,Asian,Critical,Manhattan
2020-03-02,Bakery Products/Desserts,Critical,Brooklyn
2020-02-19,American,Not Critical,Brooklyn
2020-02-27,Latin American,Critical,Queens
2020-03-16,American,Critical,Queens
2020-02-14,American,Critical,Manhattan
2020-02-15,American,Not Critical,Manhattan
2020-03-03,Latin American,Not Critical,Queens
2020-02-03,Asian,Not Critical,Manhattan
2020-02-28,American,Critical,Brooklyn
2020-03-05,Pizza,Critical,Manhattan
2020-03-06,Soups & Sandwiches,Not Critical,Manhattan
2020-02-10,Mexican,Critical,Queens
2020-03-10,Asian,Critical,Queens
2020-02-14,Latin American,Not Critical,Bronx
2020-02-26,American,Not Critical,Manhattan
2020-02-27,Asian,Critical,Manhattan
2020-02-19,Mediterranean,Critical,Staten Island
2020-03-12,Asian,Critical,Queens
2020-02-04,Soups/Salads/Sandwiches,Critical,Brooklyn
2020-02-04,Asian,Not Critical,Queens
2020-02-24,Latin/Caribbean,Critical,Manhattan
2020-02-24,Latin/Caribbean,Critical,Manhattan
2020-03-02,Bottled Beverages,Critical,Manhattan
2020-03-16,Asian,Critical,Bronx
2020-02-19,Other,Critical,Queens
2020-02-11,Mexican,Critical,Staten Island
2020-02-22,Latin/Caribbean,Not Critical,Queens
2020-03-13,Soups & Sandwiches,Not Critical,Queens
2020-03-16,American,Critical,Manhattan
2020-02-24,Coffee/Tea,Not Critical,Brooklyn
2020-02-06,Latin American,Critical,Queens
2020-02-10,Bakery Products/Desserts,Critical,Bronx
2020-02-15,American,Critical,Manhattan
2020-02-28,Latin American,Critical,Bronx
2020-02-20,Specialty,Not Critical,Bronx
2020-02-20,Specialty,Not Critical,Bronx
2020-02-18,Mediterranean,Not Critical,Manhattan
2020-02-20,American,Critical,Brooklyn
2020-02-05,American,Critical,Manhattan
2020-02-14,Latin American,Critical,Manhattan
2020-02-11,Pizza,Critical,Manhattan
2020-02-05,American,Not Critical,Bronx
2020-02-05,American,Not Critical,Bronx
2020-02-24,Asian,Critical,Brooklyn
2020-02-24,Asian,Critical,Brooklyn
2020-03-03,Italian,Critical,Manhattan
2020-02-27,Mediterranean,Critical,Bronx
2020-03-12,Pizza,Critical,Queens
2020-02-27,Coffee/Tea,Critical,Manhattan
2020-03-03,Asian,Critical,Manhattan
2020-02-19,Other,Critical,Queens
2020-02-26,Specialty,Critical,Queens
2020-02-14,Mediterranean,Critical,Brooklyn
2020-02-05,Asian,Not Critical,Manhattan
2020-02-24,Asian,Critical,Manhattan
2020-03-12,Mediterranean,Not Critical,Queens
2020-03-12,Mediterranean,Not Critical,Queens
2020-02-25,Asian,Critical,Manhattan
2020-02-19,Bakery Products/Desserts,Critical,Brooklyn
2020-03-05,Mediterranean,Critical,Manhattan
2020-02-05,Asian,Not Critical,Manhattan
2020-02-05,Asian,Not Critical,Manhattan
2020-02-05,Asian,Critical,Queens
2020-03-05,Asian,Critical,Queens
2020-02-06,Pizza,Not Critical,Queens
2020-02-07,American,Critical,Brooklyn
2020-03-09,Mexican,Critical,Brooklyn
2020-02-19,American,Not Critical,Manhattan
2020-03-05,Asian,Not Critical,Brooklyn
2020-03-09,Coffee/Tea,Not Critical,Queens
2020-02-19,Pizza,Not Critical,Bronx
2020-02-27,American,Critical,Manhattan
2020-02-12,Asian,Not Critical,Brooklyn
2020-02-24,Pizza,Critical,Bronx
2020-02-26,Pizza,Critical,Queens
2020-02-20,American,Critical,Brooklyn
2020-02-20,American,Critical,Brooklyn
2020-02-27,Latin/Caribbean,Critical,Queens
2020-02-12,Mediterranean,Not Critical,Manhattan
2020-02-27,Pizza,Not Critical,Brooklyn
2020-03-03,Coffee/Tea,Not Critical,Queens
2020-02-04,Mexican,Not Critical,Manhattan
2020-02-28,Italian,Not Critical,Queens
2020-02-12,Asian,Not Critical,Manhattan
2020-03-10,Latin/Caribbean,Critical,Queens
2020-02-18,Asian,Not Critical,Queens
2020-02-20,African,Not Critical,Brooklyn
2020-03-11,American,Not Critical,Manhattan
2020-03-07,Latin/Caribbean,Not Critical,Brooklyn
2020-03-09,American,Not Critical,Manhattan
2020-02-07,Asian/Asian Fusion,Critical,Manhattan
2020-02-11,Asian,Critical,Queens
2020-02-26,Pizza,Not Critical,Manhattan
2020-03-09,Pizza,Not Critical,Brooklyn
2020-02-07,American,Critical,Manhattan
2020-03-12,Mexican,Not Critical,Brooklyn
2020-03-10,Asian/Asian Fusion,Not Critical,Queens
2020-02-26,Pizza,Critical,Bronx
2020-03-03,Specialty,Critical,Staten Island
2020-02-18,Steakhouse,Critical,Bronx
2020-02-18,Steakhouse,Critical,Bronx
2020-02-07,American,Not Critical,Manhattan
2020-03-09,Latin American,Not Critical,Bronx
2020-02-11,Coffee/Tea,Not Critical,Staten Island
2020-02-27,Specialty,Not Critical,Manhattan
2020-02-27,Asian,Critical,Manhattan
2020-03-16,Bakery Products/Desserts,Not Critical,Manhattan
2020-02-03,American,Not Critical,Bronx
2020-03-02,Coffee/Tea,Not Critical,Manhattan
2020-02-28,Mexican,Critical,Manhattan
2020-03-16,Mediterranean,Critical,Queens
2020-02-24,Specialty,Critical,Brooklyn
2020-02-20,Asian,Critical,Brooklyn
2020-02-27,Asian/Asian Fusion,Not Critical,Manhattan
2020-03-03,American,Not Critical,Manhattan
2020-03-11,Asian,Critical,Staten Island
2020-03-02,Specialty,Critical,Brooklyn
2020-03-16,Specialty,Not Critical,Manhattan
2020-03-04,American,Not Critical,Brooklyn
2020-02-03,American,Not Critical,Manhattan
2020-03-02,Soups & Sandwiches,Not Critical,Brooklyn
2020-02-06,Soups & Sandwiches,Critical,Brooklyn
2020-02-26,Pizza,Not Critical,Queens
2020-03-12,Asian,Not Critical,Staten Island
2020-02-11,Frozen Desserts,Critical,Staten Island
2020-02-18,Italian,Not Critical,Brooklyn
2020-02-27,Bakery,Not Critical,Brooklyn
2020-03-16,Asian,Critical,Queens
2020-03-06,Deli/Buffett,Not Critical,Manhattan
2020-03-02,American,Critical,Brooklyn
2020-02-11,Pizza,Critical,Queens
2020-03-13,Specialty,Not Critical,Manhattan
2020-02-22,Asian,Not Critical,Queens
2020-02-22,Asian,Not Critical,Queens
2020-02-28,American,Critical,Manhattan
2020-03-12,Asian,Critical,Queens
2020-02-28,Pizza,Critical,Bronx
2020-03-03,Asian,Critical,Queens
2020-03-09,Asian,Critical,Queens
2020-03-05,Italian,Not Critical,Manhattan
2020-03-11,Asian,Not Critical,Manhattan
2020-02-18,Italian,Not Critical,Manhattan
2020-03-04,Mexican,Critical,Manhattan
2020-03-03,Pizza,Not Critical,Brooklyn
2020-03-10,Mediterranean,Not Critical,Manhattan
2020-02-20,Asian,Not Critical,Brooklyn
2020-03-05,American,Critical,Staten Island
2020-02-10,African,Not Critical,Manhattan
2020-02-24,Latin/Caribbean,Not Critical,Brooklyn
2020-02-24,Asian,Critical,Brooklyn
2020-02-04,American,Not Critical,Brooklyn
2020-02-20,Specialty,Not Critical,Queens
2020-02-06,Coffee/Tea,Not Critical,Manhattan
2020-02-12,Deli/Buffett,Not Critical,Manhattan
2020-02-24,Other,Critical,Brooklyn
2020-02-19,Other,Not Critical,Queens
2020-02-07,American,Critical,Manhattan
2020-02-24,Deli/Buffett,Critical,Bronx
2020-03-10,Frozen Desserts,Not Critical,Manhattan
2020-03-12,Asian,Critical,Brooklyn
2020-02-11,Pizza,Not Critical,Manhattan
2020-02-21,Mexican,Critical,Manhattan
2020-03-03,Asian,Critical,Staten Island
2020-02-24,American,Critical,Queens
2020-03-05,Asian/Asian Fusion,Critical,Queens
2020-02-21,American,Critical,Manhattan
2020-02-18,Specialty,Not Critical,Bronx
2020-02-04,American,Critical,Queens
2020-03-13,Specialty,Not Critical,Bronx
2020-02-21,Steakhouse,Not Critical,Manhattan
2020-02-06,Asian/Asian Fusion,Not Critical,Brooklyn
2020-02-05,Latin American,Critical,Queens
2020-02-19,American,Critical,Bronx
2020-03-04,Mediterranean,Not Critical,Brooklyn
2020-02-28,Mediterranean,Not Critical,Manhattan
2020-03-04,International,Not Critical,Manhattan
2020-03-04,American,Not Critical,Manhattan
2020-03-12,Asian,Critical,Queens
2020-03-04,Mexican,Not Critical,Manhattan
2020-03-03,American,Critical,Staten Island
2020-02-24,Asian,Critical,Brooklyn
2020-02-06,Asian,Critical,Queens
2020-02-11,American,Not Critical,Queens
2020-02-25,American,Critical,Bronx
2020-02-24,Specialty,Critical,Brooklyn
2020-02-24,Specialty,Critical,Brooklyn
2020-02-10,Asian,Not Critical,Bronx
2020-02-22,Asian,Not Critical,Queens
2020-02-13,Latin/Caribbean,Not Critical,Bronx
2020-02-13,American,Not Critical,Brooklyn
2020-03-12,Asian,Not Critical,Manhattan
2020-03-12,Asian,Not Critical,Manhattan
2020-02-27,Coffee/Tea,Not Critical,Queens
2020-03-11,Asian,Not Critical,Brooklyn
2020-03-05,American,Not Critical,Manhattan
2020-03-05,American,Not Critical,Manhattan
2020-03-05,American,Not Critical,Manhattan
2020-03-09,Specialty,Not Critical,Manhattan
2020-02-27,Asian,Critical,Brooklyn
2020-02-27,International,Critical,Manhattan
2020-02-06,Specialty,Critical,Bronx
2020-02-13,American,Critical,Brooklyn
2020-02-12,Asian/Asian Fusion,Not Critical,Manhattan
2020-02-20,Coffee/Tea,Critical,Manhattan
2020-03-09,Asian,Critical,Manhattan
2020-02-25,American,Not Critical,Manhattan
2020-03-03,American,Not Critical,Manhattan
2020-02-27,Asian,Not Critical,Brooklyn
2020-02-20,Bakery Products/Desserts,Critical,Manhattan
2020-02-29,American,Not Critical,Manhattan
2020-02-27,American,Critical,Queens
2020-03-16,Specialty,Critical,Manhattan
2020-02-14,Pizza,Not Critical,Manhattan
2020-02-06,Pizza,Critical,Manhattan
2020-02-29,Pizza,Critical,Queens
2020-03-05,Pizza,Critical,Manhattan
2020-03-04,Coffee/Tea,Not Critical,Staten Island
2020-03-12,Vegan,Not Critical,Manhattan
2020-02-04,Southeast Asian,Critical,Brooklyn
2020-03-13,Asian,Critical,Manhattan
2020-03-13,Coffee/Tea,Critical,Manhattan
2020-03-05,Coffee/Tea,Not Critical,Queens
2020-02-27,Specialty,Critical,Queens
2020-02-24,Asian,Critical,Brooklyn
2020-03-12,Latin American,Not Critical,Queens
2020-02-06,International,Not Critical,Manhattan
2020-03-04,Pizza,Critical,Staten Island
2020-03-03,Bakery Products/Desserts,Critical,Manhattan
2020-02-06,Asian,Critical,Queens
2020-02-14,Mediterranean,Not Critical,Queens
2020-03-10,American,Critical,Brooklyn
2020-02-26,Pizza,Not Critical,Staten Island
2020-03-05,American,Critical,Manhattan
2020-02-25,Coffee/Tea,Not Critical,Brooklyn
2020-03-12,Bakery,Not Critical,Brooklyn
2020-03-12,Bakery,Not Critical,Brooklyn
2020-03-12,Bakery,Not Critical,Brooklyn
2020-02-11,Asian,Not Critical,Manhattan
2020-02-26,Italian,Not Critical,Manhattan
2020-02-28,American,Not Critical,Manhattan
2020-02-22,Asian,Critical,Manhattan
2020-03-03,Asian,Not Critical,Queens
2020-03-04,Asian,Critical,Queens
2020-03-06,American,Not Critical,Manhattan
2020-03-09,American,Critical,Manhattan
2020-02-13,Mediterranean,Not Critical,Brooklyn
2020-03-11,Not Listed/Not Applicable,Critical,Manhattan
2020-03-10,American,Critical,Brooklyn
2020-02-11,Asian,Not Critical,Staten Island
2020-03-12,Asian,Critical,Queens
2020-03-13,American,Not Critical,Brooklyn
2020-02-26,American,Critical,Manhattan
2020-02-27,Asian,Not Critical,Queens
2020-03-04,Coffee/Tea,Critical,Manhattan
2020-03-05,American,Not Critical,Brooklyn
2020-03-02,Asian,Critical,Manhattan
2020-03-03,International,Critical,Brooklyn
2020-02-28,Asian,Critical,Manhattan
2020-02-26,Asian,Critical,Queens
2020-03-05,Asian,Not Critical,Manhattan
2020-02-06,International,Not Critical,Brooklyn
2020-03-12,Pizza,Not Critical,Queens
2020-02-27,Asian,Not Critical,Brooklyn
2020-02-10,Asian,Not Critical,Queens
2020-02-10,Asian,Not Critical,Queens
2020-02-21,Pizza,Critical,Queens
2020-02-10,Latin/Caribbean,Critical,Queens
2020-03-10,American,Critical,Brooklyn
2020-02-12,Coffee/Tea,Not Critical,Manhattan
2020-03-10,Asian,Critical,Manhattan
2020-02-11,Mediterranean,Critical,Queens
2020-03-05,Asian,Critical,Queens
2020-02-08,American,Not Critical,Brooklyn
2020-02-26,Latin/Caribbean,Not Critical,Brooklyn
2020-02-13,American,Not Critical,Queens
2020-02-14,Asian,Critical,Manhattan
2020-03-13,Asian,Not Critical,Manhattan
2020-02-04,Asian,Not Critical,Queens
2020-02-15,American,Critical,Manhattan
2020-02-13,Asian/Asian Fusion,Not Critical,Brooklyn
2020-02-07,Bakery,Critical,Manhattan
2020-02-04,Latin/Caribbean,Not Critical,Brooklyn
2020-02-20,Specialty,Not Critical,Brooklyn
2020-02-20,Specialty,Not Critical,Brooklyn
2020-03-12,American,Critical,Queens
2020-02-03,Pizza,Not Critical,Manhattan
2020-03-11,Asian,Critical,Queens
2020-02-10,American,Critical,Queens
2020-03-16,Asian,Critical,Bronx
2020-02-25,Mexican,Critical,Brooklyn
2020-02-07,International,Not Critical,Manhattan
2020-03-04,Latin/Caribbean,Not Critical,Brooklyn
2020-02-11,Mediterranean,Critical,Queens
2020-02-04,Latin American,Critical,Queens
2020-03-03,American,Not Critical,Manhattan
2020-03-05,American,Critical,Brooklyn
2020-02-11,Soups & Sandwiches,Not Critical,Bronx
2020-02-26,Asian,Critical,Manhattan
2020-02-26,Asian,Critical,Manhattan
2020-03-11,Asian,Not Critical,Queens
2020-03-09,Asian,Critical,Manhattan
2020-02-13,Italian,Not Critical,Staten Island
2020-03-03,American,Not Critical,Manhattan
2020-03-16,Coffee/Tea,Not Critical,Manhattan
2020-02-07,American,Critical,Brooklyn
2020-03-14,Italian,Critical,Brooklyn
2020-02-25,Asian,Critical,Manhattan
2020-02-03,Asian,Not Critical,Brooklyn
2020-02-03,Asian,Not Critical,Brooklyn
2020-03-04,American,Not Critical,Staten Island
2020-03-04,American,Not Critical,Staten Island
2020-03-02,American,Critical,Manhattan
2020-02-27,Asian,Critical,Queens
2020-02-25,American,Not Critical,Manhattan
2020-02-25,American,Not Critical,Manhattan
2020-02-04,Asian,Not Critical,Queens
2020-03-09,Pizza,Not Critical,Queens
2020-02-06,Asian,Critical,Manhattan
2020-02-24,Asian,Not Critical,Bronx
2020-03-10,Soups & Sandwiches,Critical,Queens
