tstamp,cuisine,critical_flag,borough
2020-01-08,Asian,Not Critical,Manhattan
2020-01-21,Steakhouse,Not Critical,Manhattan
2020-01-31,Coffee/Tea,Critical,Manhattan
2020-01-30,Italian,Critical,Queens
2020-01-15,American,Critical,Manhattan
2020-01-10,Asian,Not Critical,Queens
2020-01-17,Mexican,Critical,Bronx
2020-01-16,Specialty,Not Critical,Queens
2020-01-23,Asian/Asian Fusion,Not Critical,Queens
2020-01-31,Soups & Sandwiches,Critical,Manhattan
2020-01-29,Asian,Not Critical,Brooklyn
2020-01-22,American,Not Critical,Queens
2020-01-27,Asian,Critical,Manhattan
2020-01-17,Latin/Caribbean,Not Critical,Brooklyn
2020-01-27,Asian,Critical,Queens
2020-01-29,Asian,Critical,Brooklyn
2020-01-09,Asian,Not Critical,Bronx
2020-01-13,Coffee/Tea,Critical,Queens
2020-01-27,Bakery,Critical,Brooklyn
2020-01-27,Bakery,Critical,Brooklyn
2020-01-08,Other,Critical,Manhattan
2020-01-23,Soups & Sandwiches,Critical,Queens
2020-01-21,Specialty,Critical,Brooklyn
2020-01-27,Soups & Sandwiches,Not Critical,Queens
2020-01-08,American,Not Critical,Queens
2020-01-28,Italian,Not Critical,Manhattan
2020-01-28,Italian,Not Critical,Manhattan
2020-01-28,Italian,Not Critical,Manhattan
2020-01-21,Latin American,Critical,Bronx
2020-01-28,Coffee/Tea,Not Critical,Brooklyn
2020-01-28,American,Critical,Manhattan
2020-01-29,Asian,Critical,Brooklyn
2020-01-24,Specialty,Critical,Manhattan
2020-01-14,Asian,Not Critical,Bronx
2020-01-06,Mexican,Critical,Manhattan
2020-01-16,Specialty,Critical,Manhattan
2020-01-16,Bakery Products/Desserts,Critical,Staten Island
2020-01-16,Bakery Products/Desserts,Critical,Staten Island
2020-01-28,Asian,Critical,Queens
2020-01-06,Asian,Critical,Queens
2020-01-22,Asian/Asian Fusion,Critical,Brooklyn
2020-01-25,Asian,Not Critical,Queens
2020-01-25,Asian,Not Critical,Queens
2020-01-18,Asian,Not Critical,Queens
2020-01-27,Specialty,Critical,Brooklyn
2020-01-23,International,Critical,Brooklyn
2020-01-02,Latin American,Critical,Brooklyn
2020-01-13,Asian,Critical,Bronx
2020-01-31,Asian,Critical,Manhattan
2020-01-15,Latin/Caribbean,Critical,Queens
2020-01-09,Specialty,Not Critical,Manhattan
2020-01-22,Mediterranean,Not Critical,Manhattan
2020-01-22,Mediterranean,Not Critical,Manhattan
2020-01-16,Mexican,Not Critical,Manhattan
2020-01-21,Asian,Critical,Brooklyn
2020-01-23,Coffee/Tea,Not Critical,Bronx
2020-01-15,International,Critical,Manhattan
2020-01-09,Specialty,Critical,Manhattan
2020-01-02,American,Not Critical,Bronx
2020-01-23,Asian,Critical,Queens
2020-01-29,Bakery Products/Desserts,Critical,Brooklyn
2020-01-23,Coffee/Tea,Critical,Brooklyn
2020-01-15,Coffee/Tea,Not Critical,Manhattan
2020-01-21,International,Critical,Queens
2020-01-07,Asian,Not Critical,Manhattan
2020-01-28,Asian,Not Critical,Manhattan
2020-01-07,Specialty,Not Critical,Queens
2020-01-06,Asian,Not Critical,Brooklyn
2020-01-06,Asian,Not Critical,Brooklyn
2020-01-06,Asian,Not Critical,Brooklyn
2020-01-30,Italian,Not Critical,Bronx
2020-01-23,Asian,Not Critical,Staten Island
2020-01-06,Pizza,Not Critical,Brooklyn
2020-01-09,American,Not Critical,Manhattan
2020-01-22,Bakery Products/Desserts,Not Critical,Brooklyn
2020-01-30,Specialty,Critical,Bronx
2020-01-22,Asian,Critical,Queens
2020-01-30,American,Not Critical,Manhattan
2020-01-30,American,Not Critical,Manhattan
2020-01-28,Mediterranean,Critical,Queens
2020-01-07,Asian,Not Critical,Brooklyn
2020-01-13,Soups & Sandwiches,Critical,Bronx
2020-01-13,Soups & Sandwiches,Critical,Bronx
2020-01-14,Deli/Buffett,Not Critical,Manhattan
2020-01-08,Mediterranean,Critical,Brooklyn
2020-01-22,Asian,Critical,Queens
2020-01-31,American,Critical,Brooklyn
2020-01-08,Bakery,Not Critical,Queens
2020-01-02,American,Not Critical,Manhattan
2020-01-23,American,Critical,Brooklyn
2020-01-27,Latin American,Critical,Queens
2020-01-22,Mediterranean,Critical,Queens
2020-01-23,Asian,Not Critical,Staten Island
2020-01-08,Coffee/Tea,Critical,Manhattan
2020-01-09,American,Not Critical,Manhattan
2020-01-09,Asian,Critical,Manhattan
2020-01-22,Soups & Sandwiches,Critical,Manhattan
2020-01-08,Asian,Critical,Brooklyn
2020-01-08,Asian,Critical,Queens
2020-01-14,Latin/Caribbean,Critical,Brooklyn
2020-01-10,Soups/Salads/Sandwiches,Not Critical,Manhattan
2020-01-10,Soups/Salads/Sandwiches,Not Critical,Manhattan
2020-01-09,American,Critical,Manhattan
2020-01-06,Asian,Critical,Queens
2020-01-23,Asian,Not Critical,Brooklyn
2020-01-03,American,Critical,Queens
2020-01-21,American,Not Critical,Bronx
2020-01-21,American,Not Critical,Bronx
2020-01-28,Bakery Products/Desserts,Critical,Queens
2020-01-29,Pizza,Critical,Staten Island
2020-01-17,Asian,Critical,Queens
2020-01-14,American,Critical,Brooklyn
2020-01-09,Asian,Not Critical,Brooklyn
2020-01-07,Asian,Critical,Brooklyn
2020-01-24,Coffee/Tea,Critical,Manhattan
2020-01-30,Latin/Caribbean,Not Critical,Brooklyn
2020-01-21,Asian,Not Critical,Queens
2020-01-09,Asian,Critical,Brooklyn
2020-01-22,American,Not Critical,Bronx
2020-01-22,Mexican,Not Critical,Brooklyn
2020-01-31,Specialty,Not Critical,Brooklyn
2020-01-08,Asian,Not Critical,Manhattan
2020-01-08,Asian,Not Critical,Manhattan
2020-01-15,Latin/Caribbean,Not Critical,Queens
2020-01-16,Asian,Critical,Brooklyn
2020-01-08,Pizza,Not Critical,Queens
2020-01-21,Bakery,Not Critical,Queens
2020-01-22,Mexican,Not Critical,Brooklyn
2020-01-27,Latin/Caribbean,Critical,Bronx
2020-01-16,International,Critical,Manhattan
2020-01-09,Asian/Asian Fusion,Not Critical,Manhattan
2020-01-22,International,Critical,Brooklyn
2020-01-06,American,Not Critical,Brooklyn
2020-01-29,Coffee/Tea,Critical,Queens
2020-01-22,Soups & Sandwiches,Critical,Brooklyn
2020-01-14,American,Critical,Manhattan
2020-01-22,Pizza,Not Critical,Manhattan
2020-01-31,Specialty,Critical,Manhattan
2020-01-08,Asian,Critical,Manhattan
2020-01-23,American,Not Critical,Queens
2020-01-23,American,Not Critical,Queens
2020-01-22,American,Not Critical,Staten Island
2020-01-08,International,Critical,Manhattan
2020-01-22,Asian,Not Critical,Queens
2020-01-16,Bottled Beverages,Critical,Queens
2020-01-15,American,Not Critical,Manhattan
2020-01-15,American,Not Critical,Manhattan
2020-01-24,Specialty,Not Critical,Queens
2020-01-24,Specialty,Not Critical,Queens
2020-01-27,Italian,Critical,Manhattan
2020-01-21,Mediterranean,Critical,Manhattan
2020-01-22,Asian,Critical,Queens
2020-01-03,American,Critical,Manhattan
2020-01-08,Coffee/Tea,Critical,Manhattan
2020-01-24,Asian,Critical,Manhattan
2020-01-06,Bakery Products/Desserts,Critical,Manhattan
2020-01-28,Italian,Not Critical,Manhattan
2020-01-07,Asian,Critical,Queens
2020-01-09,Italian,Not Critical,Manhattan
2020-01-09,Italian,Not Critical,Manhattan
2020-01-30,Pizza,Not Critical,Bronx
2020-01-30,Pizza,Not Critical,Bronx
2020-01-21,Mediterranean,Critical,Queens
2020-01-09,Pizza,Critical,Brooklyn
2020-01-16,Italian,Not Critical,Brooklyn
2020-01-13,Asian,Critical,Queens
2020-01-13,Coffee/Tea,Critical,Manhattan
2020-01-30,Coffee/Tea,Critical,Brooklyn
2020-01-22,Mediterranean,Not Critical,Queens
2020-01-27,Mediterranean,Critical,Queens
2020-01-13,American,Not Critical,Manhattan
2020-01-13,American,Not Critical,Manhattan
2020-01-17,Asian,Critical,Queens
2020-01-02,Asian,Critical,Manhattan
2020-01-08,Asian,Critical,Queens
2020-01-28,Mediterranean,Not Critical,Brooklyn
2020-01-30,American,Not Critical,Manhattan
2020-01-10,Latin/Caribbean,Critical,Queens
2020-01-10,Pizza,Not Critical,Bronx
2020-01-07,Asian,Not Critical,Manhattan
2020-01-07,Asian,Not Critical,Manhattan
2020-01-06,Coffee/Tea,Not Critical,Queens
2020-01-24,Soups & Sandwiches,Critical,Manhattan
2020-01-24,Asian,Critical,Manhattan
2020-01-17,Coffee/Tea,Not Critical,Queens
2020-01-29,American,Not Critical,Manhattan
2020-01-13,Bakery,Not Critical,Queens
2020-01-07,Mexican,Critical,Manhattan
2020-01-08,Latin/Caribbean,Critical,Queens
2020-01-22,Other,Critical,Brooklyn
2020-01-15,Latin/Caribbean,Not Critical,Queens
2020-01-07,Asian,Not Critical,Manhattan
2020-01-07,Asian,Not Critical,Brooklyn
2020-01-08,Frozen Desserts,Critical,Queens
2020-01-28,Latin American,Not Critical,Manhattan
2020-01-09,Mexican,Not Critical,Manhattan
2020-01-15,American,Critical,Queens
2020-01-15,Latin/Caribbean,Critical,Queens
2020-01-16,Vegan,Not Critical,Brooklyn
2020-01-16,Vegan,Not Critical,Brooklyn
2020-01-16,Vegan,Not Critical,Brooklyn
2020-01-31,Mediterranean,Not Critical,Brooklyn
2020-01-03,American,Critical,Manhattan
2020-01-03,American,Critical,Manhattan
2020-01-14,American,Not Critical,Staten Island
2020-01-13,American,Not Critical,Queens
2020-01-13,American,Not Critical,Queens
2020-01-13,American,Not Critical,Queens
2020-01-31,Pizza,Critical,Brooklyn
2020-01-21,Asian,Critical,Manhattan
2020-01-02,Asian,Critical,Brooklyn
2020-01-07,Bakery,Not Critical,Brooklyn
2020-01-13,Asian,Critical,Manhattan
2020-01-03,Mexican,Critical,Manhattan
2020-01-25,Italian,Critical,Queens
2020-01-09,Bakery Products/Desserts,Not Critical,Brooklyn
2020-01-14,Asian/Asian Fusion,Critical,Staten Island
2020-01-30,Coffee/Tea,Critical,Manhattan
2020-01-14,Coffee/Tea,Not Critical,Brooklyn
2020-01-30,Asian,Critical,Queens
2020-01-30,Coffee/Tea,Critical,Manhattan
2020-01-27,Asian,Critical,Manhattan
2020-01-29,Specialty,Critical,Brooklyn
2020-01-16,Italian,Not Critical,Manhattan
2020-01-27,Asian,Critical,Queens
2020-01-09,American,Not Critical,Queens
2020-01-03,American,Critical,Manhattan
2020-01-27,Asian,Not Critical,Queens
2020-01-30,Asian,Critical,Manhattan
2020-01-30,Asian,Critical,Manhattan
2020-01-16,Specialty,Critical,Queens
2020-01-06,Soups & Sandwiches,Not Critical,Queens
2020-01-08,Asian,Critical,Queens
2020-01-07,Pizza,Not Critical,Manhattan
2020-01-17,Soups & Sandwiches,Not Critical,Manhattan
2020-01-17,Soups & Sandwiches,Not Critical,Manhattan
2020-01-16,Specialty,Critical,Bronx
2020-01-17,Specialty,Not Critical,Manhattan
2020-01-09,Specialty,Critical,Manhattan
2020-01-13,American,Not Critical,Queens
2020-01-30,Asian,Critical,Queens
2020-01-14,Italian,Not Critical,Brooklyn
2020-01-27,Asian,Critical,Manhattan
2020-01-16,Latin/Caribbean,Not Critical,Queens
2020-01-17,Pizza,Not Critical,Manhattan
2020-01-21,Asian,Critical,Queens
2020-01-23,American,Critical,Brooklyn
2020-01-09,Asian,Critical,Queens
2020-01-23,Asian,Not Critical,Manhattan
2020-01-06,Coffee/Tea,Critical,Manhattan
2020-01-07,Pizza,Critical,Bronx
2020-01-06,Coffee/Tea,Not Critical,Manhattan
2020-01-16,Mediterranean,Critical,Manhattan
2020-01-15,Bakery Products/Desserts,Critical,Manhattan
2020-01-03,Asian,Not Critical,Manhattan
2020-01-30,Pizza,Critical,Manhattan
2020-01-22,Bakery Products/Desserts,Critical,Brooklyn
2020-01-16,American,Not Critical,Manhattan
2020-01-09,Asian,Not Critical,Queens
2020-01-03,Soups/Salads/Sandwiches,Not Critical,Manhattan
2020-01-29,Bakery Products/Desserts,Critical,Brooklyn
2020-01-14,Soups & Sandwiches,Not Critical,Staten Island
2020-01-23,American,Critical,Queens
2020-01-09,Asian,Critical,Queens
2020-01-22,African,Not Critical,Bronx
2020-01-16,Frozen Desserts,Critical,Queens
2020-01-27,Italian,Not Critical,Manhattan
2020-01-17,American,Not Critical,Queens
2020-01-06,American,Critical,Manhattan
2020-01-13,Asian,Not Critical,Bronx
2020-01-10,Soups/Salads/Sandwiches,Critical,Manhattan
2020-01-27,Asian,Critical,Brooklyn
2020-01-28,American,Not Critical,Brooklyn
2020-01-24,American,Not Critical,Manhattan
2020-01-30,Asian,Critical,Manhattan
2020-01-30,Asian/Asian Fusion,Not Critical,Queens
2020-01-15,Asian,Critical,Queens
2020-01-09,Soups & Sandwiches,Critical,Queens
2020-01-30,Latin American,Not Critical,Bronx
2020-01-03,Pizza,Critical,Manhattan
2020-01-21,Asian,Not Critical,Queens
2020-01-31,Specialty,Critical,Manhattan
2020-01-10,Soups & Sandwiches,Not Critical,Manhattan
2020-01-06,American,Critical,Brooklyn
2020-01-23,Mediterranean,Not Critical,Manhattan
2020-01-28,American,Not Critical,Manhattan
2020-01-30,Specialty,Critical,Bronx
2020-01-16,Specialty,Not Critical,Manhattan
2020-01-15,Mediterranean,Critical,Manhattan
2020-01-15,Latin/Caribbean,Not Critical,Brooklyn
2020-01-27,Specialty,Critical,Brooklyn
2020-01-27,Soups & Sandwiches,Critical,Manhattan
2020-01-30,American,Not Critical,Brooklyn
2020-01-30,Latin American,Not Critical,Bronx
2020-01-14,Asian,Critical,Queens
2020-01-29,Mediterranean,Critical,Brooklyn
2020-01-13,International,Critical,Brooklyn
2020-01-06,Bakery,Not Critical,Brooklyn
2020-01-13,Pizza,Not Critical,Manhattan
2020-01-15,Coffee/Tea,Not Critical,Manhattan
2020-01-27,Latin/Caribbean,Critical,Brooklyn
2020-01-15,Coffee/Tea,Critical,Manhattan
2020-01-09,Asian,Not Critical,Queens
2020-01-09,Asian,Not Critical,Queens
2020-01-14,Bakery Products/Desserts,Not Critical,Manhattan
2020-01-08,Mediterranean,Critical,Brooklyn
2020-01-09,Latin/Caribbean,Critical,Queens
2020-01-06,Mediterranean,Not Critical,Manhattan
2020-01-09,Specialty,Not Critical,Bronx
2020-01-09,Specialty,Not Critical,Bronx
2020-01-09,Specialty,Not Critical,Bronx
2020-01-28,Asian,Critical,Queens
2020-01-14,Latin American,Critical,Queens
2020-01-14,American,Critical,Manhattan
2020-01-17,American,Not Critical,Staten Island
2020-01-17,Mediterranean,Critical,Brooklyn
2020-01-02,Asian,Not Critical,Brooklyn
2020-01-15,American,Not Critical,Queens
2020-01-06,Coffee/Tea,Not Critical,Manhattan
2020-01-16,Bakery Products/Desserts,Not Critical,Staten Island
2020-01-08,Pizza,Critical,Manhattan
2020-01-14,Bakery Products/Desserts,Not Critical,Queens
2020-01-08,Latin American,Not Critical,Queens
2020-01-08,Specialty,Not Critical,Queens
2020-01-08,Mediterranean,Critical,Manhattan
2020-01-08,Mediterranean,Not Critical,Brooklyn
2020-01-28,Asian,Not Critical,Manhattan
2020-01-02,Mexican,Critical,Brooklyn
2020-01-09,American,Not Critical,Brooklyn
2020-01-09,American,Not Critical,Brooklyn
2020-01-09,American,Not Critical,Brooklyn
2020-01-02,Specialty,Critical,Manhattan
2020-01-22,Asian,Not Critical,Bronx
2020-01-08,Asian,Critical,Bronx
2020-01-24,Latin American,Critical,Brooklyn
2020-01-09,Specialty,Critical,Manhattan
2020-01-22,Specialty,Critical,Brooklyn
2020-01-15,Italian,Critical,Bronx
2020-01-27,Asian,Critical,Queens
2020-01-16,Italian,Not Critical,Bronx
2020-01-02,Mexican,Critical,Brooklyn
2020-01-27,Asian,Critical,Manhattan
2020-01-22,American,Not Critical,Manhattan
2020-01-23,International,Not Critical,Manhattan
2020-01-29,Other,Not Critical,Manhattan
2020-01-30,Asian/Asian Fusion,Critical,Brooklyn
2020-01-24,Asian/Asian Fusion,Not Critical,Queens
2020-01-28,Asian,Not Critical,Brooklyn
2020-01-02,Pizza,Critical,Brooklyn
2020-01-24,Specialty,Critical,Manhattan
2020-01-15,Asian,Critical,Brooklyn
2020-01-16,International,Not Critical,Queens
2020-01-15,Specialty,Critical,Manhattan
2020-01-16,Bottled Beverages,Not Critical,Manhattan
2020-01-16,Bottled Beverages,Not Critical,Manhattan
2020-01-23,Mexican,Not Critical,Bronx
2020-01-22,American,Critical,Manhattan
2020-01-13,American,Not Critical,Brooklyn
2020-01-29,Latin/Caribbean,Not Critical,Brooklyn
2020-01-09,African,Not Critical,Brooklyn
2020-01-09,African,Not Critical,Brooklyn
2020-01-02,Mediterranean,Not Critical,Queens
2020-01-02,Mediterranean,Not Critical,Queens
2020-01-17,Bakery Products/Desserts,Not Critical,Bronx
2020-01-13,Coffee/Tea,Not Critical,Brooklyn
2020-01-30,Pizza,Critical,Bronx
2020-01-27,Asian,Critical,Queens
2020-01-15,Asian,Critical,Staten Island
2020-01-27,Specialty,Not Critical,Brooklyn
2020-01-24,American,Critical,Queens
2020-01-15,International,Critical,Brooklyn
2020-01-15,Asian,Critical,Queens
2020-01-13,Latin/Caribbean,Not Critical,Brooklyn
2020-01-21,Specialty,Not Critical,Brooklyn
2020-01-14,Soups & Sandwiches,Critical,Queens
2020-01-08,Mexican,Not Critical,Bronx
2020-01-08,Mediterranean,Critical,Brooklyn
2020-01-18,Coffee/Tea,Critical,Manhattan
2020-01-08,Pizza,Not Critical,Manhattan
2020-01-27,Asian,Critical,Manhattan
2020-01-30,American,Critical,Queens
2020-01-24,Asian,Not Critical,Manhattan
2020-01-02,Mediterranean,Critical,Manhattan
2020-01-23,American,Not Critical,Manhattan
2020-01-30,Soups & Sandwiches,Critical,Queens
2020-01-22,American,Critical,Queens
2020-01-24,Italian,Critical,Manhattan
2020-01-07,Italian,Critical,Brooklyn
2020-01-22,Specialty,Not Critical,Manhattan
2020-01-23,Asian,Not Critical,Manhattan
2020-01-30,Latin/Caribbean,Critical,Manhattan
2020-01-27,Latin American,Critical,Bronx
2020-01-02,Italian,Not Critical,Manhattan
2020-01-02,Italian,Not Critical,Manhattan
2020-01-07,Latin American,Critical,Bronx
2020-01-06,Specialty,Critical,Bronx
2020-01-29,Asian,Critical,Brooklyn
2020-01-09,International,Not Critical,Bronx
2020-01-23,Mediterranean,Critical,Manhattan
2020-01-09,Coffee/Tea,Critical,Manhattan
2020-01-14,Latin/Caribbean,Critical,Manhattan
2020-01-07,Asian,Critical,Queens
2020-01-15,Asian,Critical,Queens
2020-01-28,International,Not Critical,Brooklyn
2020-01-28,International,Not Critical,Brooklyn
2020-01-16,Asian,Critical,Brooklyn
2020-01-14,Coffee/Tea,Critical,Brooklyn
2020-01-31,Coffee/Tea,Critical,Brooklyn
2020-01-13,Bakery Products/Desserts,Not Critical,Brooklyn
2020-01-23,Specialty,Not Critical,Brooklyn
2020-01-13,Asian,Critical,Queens
2020-01-14,American,Critical,Manhattan
2020-01-17,American,Critical,Queens
2020-01-18,American,Not Critical,Queens
2020-01-30,International,Critical,Manhattan
2020-01-22,Asian,Critical,Queens
2020-01-06,American,Critical,Brooklyn
2020-01-30,Asian,Not Critical,Queens
2020-01-30,Asian,Not Critical,Queens
2020-01-08,Coffee/Tea,Not Critical,Manhattan
2020-01-24,Asian,Critical,Brooklyn
2020-01-24,Asian,Critical,Brooklyn
2020-01-15,Latin/Caribbean,Critical,Brooklyn
2020-01-16,Mediterranean,Not Critical,Brooklyn
2020-01-14,Italian,Not Critical,Manhattan
2020-01-06,American,Critical,Queens
2020-01-28,Mediterranean,Not Critical,Manhattan
2020-01-02,American,Critical,Manhattan
2020-01-28,Coffee/Tea,Not Critical,Manhattan
2020-01-09,Mediterranean,Critical,Brooklyn
2020-01-09,Asian,Not Critical,Brooklyn
2020-01-06,Pizza,Critical,Brooklyn
2020-01-08,International,Not Critical,Brooklyn
2020-01-29,Bakery,Not Critical,Brooklyn
2020-01-29,Bakery,Not Critical,Brooklyn
2020-01-16,Latin American,Not Critical,Manhattan
2020-01-29,Specialty,Not Critical,Manhattan
2020-01-28,International,Critical,Brooklyn
2020-01-15,Other,Not Critical,Manhattan
2020-01-16,Asian,Not Critical,Queens
2020-01-29,Asian,Critical,Queens
2020-01-15,Asian,Critical,Queens
2020-01-22,International,Not Critical,Brooklyn
2020-01-27,Soups & Sandwiches,Not Critical,Manhattan
2020-01-24,Italian,Not Critical,Manhattan
2020-01-14,Specialty,Not Critical,Queens
2020-01-14,Specialty,Not Critical,Queens
2020-01-21,Pizza,Critical,Manhattan
2020-01-27,Asian,Not Critical,Bronx
2020-01-06,American,Not Critical,Brooklyn
2020-01-29,Pizza,Not Critical,Queens
2020-01-02,Asian/Asian Fusion,Critical,Queens
2020-01-13,Mediterranean,Not Critical,Queens
2020-01-22,Specialty,Critical,Brooklyn
2020-01-31,American,Not Critical,Manhattan
2020-01-29,Specialty,Not Critical,Brooklyn
2020-01-13,Mexican,Not Critical,Queens
2020-01-15,Latin/Caribbean,Not Critical,Queens
2020-01-15,Latin/Caribbean,Not Critical,Queens
2020-01-29,International,Critical,Brooklyn
2020-01-17,Latin American,Critical,Bronx
2020-01-27,Asian,Critical,Queens
2020-01-10,Italian,Not Critical,Brooklyn
2020-01-24,American,Critical,Manhattan
2020-01-22,Bottled Beverages,Not Critical,Brooklyn
2020-01-22,Mediterranean,Not Critical,Brooklyn
2020-01-22,Mediterranean,Not Critical,Brooklyn
2020-01-15,American,Not Critical,Queens
2020-01-21,International,Critical,Brooklyn
2020-01-29,Asian,Critical,Queens
2020-01-15,Latin/Caribbean,Critical,Queens
2020-01-07,American,Critical,Brooklyn
2020-01-14,Southeast Asian,Critical,Queens
2020-01-24,American,Not Critical,Manhattan
2020-01-13,Latin American,Not Critical,Manhattan
2020-01-22,Mediterranean,Critical,Brooklyn
2020-01-28,American,Not Critical,Queens
2020-01-08,Asian,Critical,Brooklyn
2020-01-09,American,Not Critical,Manhattan
2020-01-29,Specialty,Critical,Brooklyn
2020-01-02,Asian/Asian Fusion,Critical,Queens
2020-01-06,Specialty,Not Critical,Queens
2020-01-31,Asian,Not Critical,Manhattan
2020-01-30,International,Critical,Queens
2020-01-02,Latin/Caribbean,Not Critical,Queens
2020-01-15,Coffee/Tea,Not Critical,Manhattan
2020-01-16,Soups & Sandwiches,Critical,Brooklyn
2020-01-28,Asian/Asian Fusion,Critical,Manhattan
